yourlist:M2014110413E2QBPDYQ	Entry	Entry name	Protein names
2717	P06280	AGAL_HUMAN	Alpha-galactosidase A (EC 3.2.1.22) (Alpha-D-galactosidase A) (Alpha-D-galactoside galactohydrolase) (Melibiase) (Agalsidase)
2717	Q53Y83	Q53Y83_HUMAN	Galactosidase, alpha (Galactosidase, alpha, isoform CRA_a) (cDNA FLJ76285, highly similar to Homo sapiens galactosidase, alpha (GLA), mRNA)
51566	Q9UH62	ARMX3_HUMAN	Armadillo repeat-containing X-linked protein 3 (ARM protein lost in epithelial cancers on chromosome X 3) (Protein ALEX3)
56271	Q9NWD9	BEX4_HUMAN	Protein BEX4 (BEX1-like protein 1) (Brain-expressed X-linked protein 4) (Nerve growth factor receptor-associated protein 3)
80183	B7Z6E4	B7Z6E4_HUMAN	cDNA FLJ57196
80183	B7ZBN5	B7ZBN5_HUMAN	Uncharacterized protein KIAA0226-like
80183	Q9H714	K226L_HUMAN	Uncharacterized protein KIAA0226-like
259232	B3KMK1	B3KMK1_HUMAN	cDNA FLJ11227 fis, clone PLACE1008309, highly similar to Homo sapiens voltage gated channel like 1 (VGCNL1), mRNA
259232	Q8IZF0	NALCN_HUMAN	Sodium leak channel non-selective protein (CanIon) (Voltage gated channel-like protein 1)
2259	Q92915	FGF14_HUMAN	Fibroblast growth factor 14 (FGF-14) (Fibroblast growth factor homologous factor 4) (FHF-4)
3356	P28223	5HT2A_HUMAN	5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A)
54602	B4DGY6	B4DGY6_HUMAN	NEDD4 family-interacting protein 2 (cDNA FLJ53039, highly similar to NEDD4 family-interacting protein 2)
54602	Q9NV92	NFIP2_HUMAN	NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Putative MAPK-activating protein PM04/PM05/PM06/PM07) (Putative NF-kappa-B-activating protein 413)
10673	Q9Y275	TN13B_HUMAN	Tumor necrosis factor ligand superfamily member 13B (B lymphocyte stimulator) (BLyS) (B-cell-activating factor) (BAFF) (Dendritic cell-derived TNF-like molecule) (TNF- and APOL-related leukocyte expressed ligand 1) (TALL-1) (CD antigen CD257) [Cleaved into: Tumor necrosis factor ligand superfamily member 13b, membrane form; Tumor necrosis factor ligand superfamily member 13b, soluble form]
22862	Q9Y2H6	FND3A_HUMAN	Fibronectin type-III domain-containing protein 3A (Human gene expressed in odontoblasts)
81602	Q9BWV3	CDAC1_HUMAN	Cytidine and dCMP deaminase domain-containing protein 1 (Testis development protein NYD-SP15)
81617	Q86WE6	Q86WE6_HUMAN	Sarcoma antigen NY-SAR-79 (Fragment)
81617	Q9H9S4	CB39L_HUMAN	Calcium-binding protein 39-like (Antigen MLAA-34) (MO25beta) (Mo25-like protein)
688	A2TJX0	A2TJX0_HUMAN	Krueppel-like factor 5 (Kruppel-like factor 5) (Kruppel-like factor 5 (Intestinal), isoform CRA_b) (cDNA FLJ58646, highly similar to Krueppel-like factor 5)
688	Q13887	KLF5_HUMAN	Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)
688	Q5T6X2	Q5T6X2_HUMAN	Kruppel-like factor 5 (Intestinal) (Kruppel-like factor 5 (Intestinal), isoform CRA_a)
8428	B4DR80	B4DR80_HUMAN	cDNA FLJ61159, highly similar to Serine/threonine-protein kinase 24 (EC 2.7.11.1)
8428	Q5U0E6	Q5U0E6_HUMAN	Epididymis secretory protein Li 95 (Serine/threonine kinase 24 (STE20 homolog, yeast)) (Serine/threonine kinase 24 (STE20 homolog, yeast), isoform CRA_c)
8428	Q6P0Y1	Q6P0Y1_HUMAN	Serine/threonine kinase 24 (STE20 homolog, yeast)
8428	Q9Y6E0	STK24_HUMAN	Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)]
54	P13686	PPA5_HUMAN	Tartrate-resistant acid phosphatase type 5 (TR-AP) (EC 3.1.3.2) (Tartrate-resistant acid ATPase) (TrATPase) (Type 5 acid phosphatase)
5611	A8KA82	A8KA82_HUMAN	DnaJ (Hsp40) homolog, subfamily C, member 3 (cDNA FLJ77657, highly similar to Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 3 (DNAJC3), mRNA) (cDNA, FLJ93304, Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 3 (DNAJC3),mRNA)
5611	Q13217	DNJC3_HUMAN	DnaJ homolog subfamily C member 3 (Endoplasmic reticulum DNA J domain-containing protein 6) (ER-resident protein ERdj6) (ERdj6) (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)
55757	Q05D90	Q05D90_HUMAN	UGCGL2 protein (Fragment)
55757	Q9NYU1	UGGG2_HUMAN	UDP-glucose:glycoprotein glucosyltransferase 2 (UGT2) (hUGT2) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase 2) (UDP-glucose ceramide glucosyltransferase-like 1)
8874	B7Z6G2	B7Z6G2_HUMAN	cDNA FLJ56152, highly similar to Rho guanine nucleotide exchange factor 7
8874	Q14155	ARHG7_HUMAN	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)
2254	P31371	FGF9_HUMAN	Fibroblast growth factor 9 (FGF-9) (Glia-activating factor) (GAF) (Heparin-binding growth factor 9) (HBGF-9)
143	Q9UKK3	PARP4_HUMAN	Poly [ADP-ribose] polymerase 4 (PARP-4) (EC 2.4.2.30) (193 kDa vault protein) (ADP-ribosyltransferase diphtheria toxin-like 4) (ARTD4) (PARP-related/IalphaI-related H5/proline-rich) (PH5P) (Vault poly(ADP-ribose) polymerase) (VPARP)
55578	A8K8L1	A8K8L1_HUMAN	cDNA FLJ77238
55578	Q8NEM7	SP20H_HUMAN	Transcription factor SPT20 homolog (p38-interacting protein) (p38IP)
10240	Q92665	RT31_HUMAN	28S ribosomal protein S31, mitochondrial (MRP-S31) (S31mt) (Imogen 38)
10166	Q9Y619	ORNT1_HUMAN	Mitochondrial ornithine transporter 1 (Solute carrier family 25 member 15)
3839	O00505	IMA4_HUMAN	Importin subunit alpha-4 (Importin alpha Q2) (Qip2) (Karyopherin subunit alpha-3) (SRP1-gamma)
3839	Q8IYQ9	Q8IYQ9_HUMAN	Importin subunit alpha
2321	L7RSL3	L7RSL3_HUMAN	Fms-related tyrosine kinase 1 (Vascular endothelial growth factor/vascular permeability factor receptor)
2321	P17948	VGFR1_HUMAN	Vascular endothelial growth factor receptor 1 (VEGFR-1) (EC 2.7.10.1) (Fms-like tyrosine kinase 1) (FLT-1) (Tyrosine-protein kinase FRT) (Tyrosine-protein kinase receptor FLT) (FLT) (Vascular permeability factor receptor)
28984	Q9H4X1	RGCC_HUMAN	Regulator of cell cycle RGCC (Response gene to complement 32 protein) (RGC-32)
23078	A3KMH1	VWA8_HUMAN	von Willebrand factor A domain-containing protein 8
160851	A8K0I1	A8K0I1_HUMAN	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)
160851	B4DYW1	B4DYW1_HUMAN	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)
160851	Q86XP1	DGKH_HUMAN	Diacylglycerol kinase eta (DAG kinase eta) (EC 2.7.1.107) (Diglyceride kinase eta) (DGK-eta)
84056	B3KUK7	B3KUK7_HUMAN	cDNA FLJ40104 fis, clone TESTI2006111, highly similar to Katanin p60 ATPase-containing subunit A-like 1 (EC 3.6.4.3)
84056	Q9BW62	KATL1_HUMAN	Katanin p60 ATPase-containing subunit A-like 1 (Katanin p60 subunit A-like 1) (EC 3.6.4.3) (p60 katanin-like 1)
26512	B3KQH5	B3KQH5_HUMAN	Integrator complex subunit 6 (Integrator complex subunit 6, isoform CRA_b) (cDNA FLJ39377 fis, clone PERIC2000180, highly similar to Homo sapiens DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26 (DDX26), mRNA) (cDNA FLJ45485 fis, clone BRTHA2002661, highly similar to Homo sapiens DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26 (DDX26), mRNA) (cDNA FLJ90465 fis, clone NT2RP3002286, highly similar to Homo sapiens DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26 (DDX26), mRNA)
26512	Q9UL03	INT6_HUMAN	Integrator complex subunit 6 (Int6) (DBI-1) (Protein DDX26) (Protein deleted in cancer 1) (DICE1)
79758	A0PJE2	DHR12_HUMAN	Dehydrogenase/reductase SDR family member 12 (EC 1.1.-.-)
84935	Q5VYS4	MEDAG_HUMAN	Mesenteric estrogen-dependent adipogenesis protein (Activated in W/Wv mouse stomach 3 homolog) (hAWMS3) (Mesenteric estrogen-dependent adipose 4) (MEDA-4)
8848	A8K3Y6	A8K3Y6_HUMAN	cDNA FLJ78231, highly similar to Homo sapiens TSC22 domain family, member 1 (TSC22D1), transcript variant 2, mRNA
8848	Q15714	T22D1_HUMAN	TSC22 domain family protein 1 (Cerebral protein 2) (Regulatory protein TSC-22) (TGFB-stimulated clone 22 homolog) (Transforming growth factor beta-1-induced transcript 4 protein)
1203	O75503	CLN5_HUMAN	Ceroid-lipofuscinosis neuronal protein 5 (Protein CLN5)
10232	Q13421	MSLN_HUMAN	Mesothelin (CAK1 antigen) (Pre-pro-megakaryocyte-potentiating factor) [Cleaved into: Megakaryocyte-potentiating factor (MPF); Mesothelin, cleaved form]
23295	O60291	MGRN1_HUMAN	E3 ubiquitin-protein ligase MGRN1 (EC 6.3.2.-) (Mahogunin RING finger protein 1) (RING finger protein 156)
23361	Q9UEG4	ZN629_HUMAN	Zinc finger protein 629 (Zinc finger protein 65)
8717	Q15628	TRADD_HUMAN	Tumor necrosis factor receptor type 1-associated DEATH domain protein (TNFR1-associated DEATH domain protein) (TNFRSF1A-associated via death domain)
3299	Q9ULV5	HSF4_HUMAN	Heat shock factor protein 4 (HSF 4) (hHSF4) (Heat shock transcription factor 4) (HSTF 4)
11151	P31146	COR1A_HUMAN	Coronin-1A (Coronin-like protein A) (Clipin-A) (Coronin-like protein p57) (Tryptophan aspartate-containing coat protein) (TACO)
5595	L7RXH5	L7RXH5_HUMAN	Mitogen-activated protein kinase (EC 2.7.11.24)
5595	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)
5595	Q9BWJ1	Q9BWJ1_HUMAN	MAPK3 protein (Fragment)
79153	Q7L5L3	GDPD3_HUMAN	Glycerophosphodiester phosphodiesterase domain-containing protein 3 (EC 3.1.-.-)
79767	Q96BJ8	ELMO3_HUMAN	Engulfment and cell motility protein 3
5257	Q93100	KPBB_HUMAN	Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta)
57149	O43325	LYRM1_HUMAN	LYR motif-containing protein 1
10204	P61970	NTF2_HUMAN	Nuclear transport factor 2 (NTF-2) (Placental protein 15) (PP15)
9688	Q8N1F7	NUP93_HUMAN	Nuclear pore complex protein Nup93 (93 kDa nucleoporin) (Nucleoporin Nup93)
80152	B3KPB2	B3KPB2_HUMAN	cDNA FLJ31535 fis, clone NT2RI2000685
80152	Q96BT3	CENPT_HUMAN	Centromere protein T (CENP-T) (Interphase centromere complex protein 22)
55815	B4DXD0	B4DXD0_HUMAN	Translin-associated factor X-interacting protein 1 (cDNA FLJ56264, highly similar to Homo sapiens translin-associated factor X interacting protein 1 (TSNAXIP1), mRNA)
55815	B4E1H3	B4E1H3_HUMAN	cDNA FLJ57059, highly similar to Homo sapiens translin-associated factor X interacting protein 1 (TSNAXIP1), mRNA
55815	E7ENJ7	E7ENJ7_HUMAN	Translin-associated factor X-interacting protein 1
55815	Q2TAA8	TXIP1_HUMAN	Translin-associated factor X-interacting protein 1 (Trax-interacting protein 1)
10725	O94916	NFAT5_HUMAN	Nuclear factor of activated T-cells 5 (NF-AT5) (T-cell transcription factor NFAT5) (Tonicity-responsive enhancer-binding protein) (TonE-binding protein) (TonEBP)
83752	Q86WA8	LONP2_HUMAN	Lon protease homolog 2, peroxisomal (EC 3.4.21.-) (Lon protease-like protein 2) (Lon protease 2) (Peroxisomal Lon protease)
9683	O75113	N4BP1_HUMAN	NEDD4-binding protein 1 (N4BP1)
23568	Q9Y2Y0	AR2BP_HUMAN	ADP-ribosylation factor-like protein 2-binding protein (ARF-like 2-binding protein) (ARL2-binding protein) (Binder of ARF2 protein 1)
23090	B3KNG7	B3KNG7_HUMAN	cDNA FLJ14573 fis, clone NT2RM4000734, highly similar to Homo sapiens zinc finger protein 423 (ZNF423), mRNA
23090	F5H7S1	F5H7S1_HUMAN	Zinc finger protein 423
23090	Q2M1K9	ZN423_HUMAN	Zinc finger protein 423 (Olf1/EBF-associated zinc finger protein) (hOAZ) (Smad- and Olf-interacting zinc finger protein)
1723	Q02127	PYRD_HUMAN	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)
10664	P49711	CTCF_HUMAN	Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)
65057	Q96AP0	ACD_HUMAN	Adrenocortical dysplasia protein homolog (POT1 and TIN2-interacting protein)
5432	P19387	RPB3_HUMAN	DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (DNA-directed RNA polymerase II 33 kDa polypeptide) (RPB33) (DNA-directed RNA polymerase II subunit C) (RPB31)
5432	Q6FGR6	Q6FGR6_HUMAN	HCG2025883, isoform CRA_b (POLR2C protein) (cDNA FLJ76636, highly similar to Homo sapiens polymerase (RNA) II (DNA directed) polypeptide C, 33kDa (POLR2C), transcript variant alpha, mRNA)
50855	Q9NPB6	PAR6A_HUMAN	Partitioning defective 6 homolog alpha (PAR-6) (PAR-6 alpha) (PAR-6A) (PAR6C) (Tax interaction protein 40) (TIP-40)
55565	O75541	ZN821_HUMAN	Zinc finger protein 821
4324	P51511	MMP15_HUMAN	Matrix metalloproteinase-15 (MMP-15) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 2) (MT-MMP 2) (MTMMP2) (Membrane-type-2 matrix metalloproteinase) (MT2-MMP) (MT2MMP) (SMCP-2)
79650	H3BNM8	H3BNM8_HUMAN	U6 snRNA phosphodiesterase (EC 3.1.4.-)
79650	Q9BQ65	USB1_HUMAN	U6 snRNA phosphodiesterase (hUsb1) (EC 3.1.4.-)
80777	J3KNF8	J3KNF8_HUMAN	Cytochrome b5 type B (Cytochrome b5 type B (Outer mitochondrial membrane), isoform CRA_a)
80777	O43169	CYB5B_HUMAN	Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform)
29070	Q9H0I3	CC113_HUMAN	Coiled-coil domain-containing protein 113
221191	F5H6C6	F5H6C6_HUMAN	Inactive serine protease 54
221191	Q6PEW0	PRS54_HUMAN	Inactive serine protease 54 (Cancer/testis antigen 67) (CT67) (Plasma kallikrein-like protein 4)
4832	Q13232	NDK3_HUMAN	Nucleoside diphosphate kinase 3 (NDK 3) (NDP kinase 3) (EC 2.7.4.6) (DR-nm23) (Nucleoside diphosphate kinase C) (NDPKC) (nm23-H3)
65009	B7Z9X4	B7Z9X4_HUMAN	Protein NDRG4 (cDNA, FLJ78988, highly similar to Protein NDRG4)
65009	Q9ULP0	NDRG4_HUMAN	Protein NDRG4 (Brain development-related molecule 1) (N-myc downstream-regulated gene 4 protein) (Vascular smooth muscle cell-associated protein 8) (SMAP-8)
5713	P51665	PSMD7_HUMAN	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40)
79918	Q8TBK2	SETD6_HUMAN	N-lysine methyltransferase SETD6 (EC 2.1.1.-) (SET domain-containing protein 6)
55238	Q9NVC3	S38A7_HUMAN	Putative sodium-coupled neutral amino acid transporter 7 (Solute carrier family 38 member 7)
55697	Q08AM6	VAC14_HUMAN	Protein VAC14 homolog (Tax1-binding protein 2)
55697	Q9NTB8	Q9NTB8_HUMAN	Putative uncharacterized protein DKFZp434J032 (Fragment)
3038	O00219	HYAS3_HUMAN	Hyaluronan synthase 3 (EC 2.4.1.212) (Hyaluronate synthase 3) (Hyaluronic acid synthase 3) (HA synthase 3)
3038	Q96RV2	Q96RV2_HUMAN	Hyaluronan synthase 3
79613	B3KTB6	B3KTB6_HUMAN	cDNA FLJ38014 fis, clone CTONG2012607
79613	Q9C0B7	TNG6_HUMAN	Transport and Golgi organization protein 6 homolog (Transmembrane and coiled-coil domain-containing protein 7)
25839	J3KNI1	J3KNI1_HUMAN	Conserved oligomeric Golgi complex subunit 4
25839	Q8N8L9	Q8N8L9_HUMAN	cDNA FLJ39238 fis, clone OCBBF2007946
25839	Q9H9E3	COG4_HUMAN	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)
55512	A8K0T6	A8K0T6_HUMAN	cDNA FLJ76736, highly similar to Homo sapiens sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) (SMPD3), mRNA
55512	Q9NY59	NSMA2_HUMAN	Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II)
84138	Q96CW6	S7A6O_HUMAN	Probable RNA polymerase II nuclear localization protein SLC7A6OS (ADAMS proteinase-related protein) (Solute carrier family 7 member 6 opposite strand transcript)
9057	Q92536	YLAT2_HUMAN	Y+L amino acid transporter 2 (Cationic amino acid transporter, y+ system) (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2)
23659	B4DJW4	B4DJW4_HUMAN	Group XV phospholipase A2 (cDNA FLJ58003, highly similar to 1-O-acylceramide synthase (EC 2.3.1.-))
23659	Q8NCC3	PAG15_HUMAN	Group XV phospholipase A2 (EC 2.3.1.-) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2)
79726	Q6PJI9	WDR59_HUMAN	WD repeat-containing protein 59
22879	B4DKA0	B4DKA0_HUMAN	cDNA FLJ58007, highly similar to Homo sapiens MON1 homolog B (MON1B), mRNA
22879	E7EW32	E7EW32_HUMAN	Vacuolar fusion protein MON1 homolog B
22879	Q6ZR87	Q6ZR87_HUMAN	cDNA FLJ46554 fis, clone THYMU3038970
22879	Q7L1V2	MON1B_HUMAN	Vacuolar fusion protein MON1 homolog B (HSV-1 stimulation-related gene 1 protein) (HSV-I stimulating-related protein)
56942	Q9NRP2	COXM2_HUMAN	COX assembly mitochondrial protein 2 homolog
8312	O15169	AXIN1_HUMAN	Axin-1 (Axis inhibition protein 1) (hAxin)
54985	J3KNY1	J3KNY1_HUMAN	Host cell factor C1 regulator 1
54985	Q9NWW0	HPIP_HUMAN	Host cell factor C1 regulator 1 (HCF-1 beta-propeller-interacting protein)
8131	B7Z220	B7Z220_HUMAN	cDNA FLJ60480, highly similar to CGTHBA protein
8131	B7Z6Q0	B7Z6Q0_HUMAN	cDNA FLJ53204, highly similar to CGTHBA protein
8131	Q12980	NPRL3_HUMAN	Nitrogen permease regulator 3-like protein (-14 gene protein) (Alpha-globin regulatory element-containing gene protein) (Protein CGTHBA)
8131	Q9BTE2	Q9BTE2_HUMAN	Chromosome 16 open reading frame 35 (HCG1984129, isoform CRA_c) (cDNA FLJ33398 fis, clone BRACE2009558, highly similar to CGTHBA protein)
23417	O95822	DCMC_HUMAN	Malonyl-CoA decarboxylase, mitochondrial (MCD) (EC 4.1.1.9)
4350	P29372	3MG_HUMAN	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-alkyladenine DNA glycosylase) (3-methyladenine DNA glycosidase) (ADPG) (N-methylpurine-DNA glycosylase)
4350	Q1W6H1	Q1W6H1_HUMAN	DNA-3-methyladenine glycosylase (N-methylpurine-DNA glycosylase, isoform CRA_c)
83693	I6L975	I6L975_HUMAN	Hydroxysteroid dehydrogenase like 1
83693	Q3SXM5	HSDL1_HUMAN	Inactive hydroxysteroid dehydrogenase-like protein 1
9013	B3KUE8	B3KUE8_HUMAN	cDNA FLJ39712 fis, clone SMINT2013129, highly similar to TATA box-binding protein-associated factor RNA polymerase I subunit C
9013	Q15572	TAF1C_HUMAN	TATA box-binding protein-associated factor RNA polymerase I subunit C (RNA polymerase I-specific TBP-associated factor 110 kDa) (TAFI110) (TATA box-binding protein-associated factor 1C) (TBP-associated factor 1C) (Transcription initiation factor SL1/TIF-IB subunit C)
51172	Q9UK23	NAGPA_HUMAN	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase (EC 3.1.4.45) (Mannose 6-phosphate-uncovering enzyme) (Phosphodiester alpha-GlcNAcase)
58189	Q9HC57	WFDC1_HUMAN	WAP four-disulfide core domain protein 1 (Prostate stromal protein ps20) (ps20 growth inhibitor)
23406	Q14019	COTL1_HUMAN	Coactosin-like protein
9100	Q14694	UBP10_HUMAN	Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)
83716	Q9H0B8	CRLD2_HUMAN	Cysteine-rich secretory protein LCCL domain-containing 2 (Cysteine-rich secretory protein 11) (CRISP-11) (LCCL domain-containing cysteine-rich secretory protein 2)
7249	P49815	TSC2_HUMAN	Tuberin (Tuberous sclerosis 2 protein)
7249	X5D7Q2	X5D7Q2_HUMAN	Tuberous sclerosis 2 isoform D (Fragment)
26048	O60304	ZN500_HUMAN	Zinc finger protein 500 (Zinc finger protein with KRAB and SCAN domains 18)
26048	Q0VAL1	Q0VAL1_HUMAN	ZNF500 protein
4833	O00746	NDKM_HUMAN	Nucleoside diphosphate kinase, mitochondrial (NDK) (NDP kinase, mitochondrial) (EC 2.7.4.6) (Nucleoside diphosphate kinase D) (NDPKD) (nm23-H4)
4363	P33527	MRP1_HUMAN	Multidrug resistance-associated protein 1 (ATP-binding cassette sub-family C member 1) (Leukotriene C(4) transporter) (LTC4 transporter)
408050	J3KN36	J3KN36_HUMAN	Nodal modulator 3
408050	P69849	NOMO3_HUMAN	Nodal modulator 3 (pM5 protein 3)
408050	Q1LZN2	Q1LZN2_HUMAN	NOMO3 protein (Fragment)
64788	B3KS80	B3KS80_HUMAN	Lipase maturation factor 1 (Uncharacterized protein) (cDNA FLJ35731 fis, clone TESTI2003139)
64788	Q96S06	LMF1_HUMAN	Lipase maturation factor 1 (Transmembrane protein 112)
2294	Q12946	FOXF1_HUMAN	Forkhead box protein F1 (Forkhead-related activator 1) (FREAC-1) (Forkhead-related protein FKHL5) (Forkhead-related transcription factor 1)
64428	Q9H6Q4	NARFL_HUMAN	Cytosolic Fe-S cluster assembly factor NARFL (Iron-only hydrogenase-like protein 1) (IOP1) (Nuclear prelamin A recognition factor-like protein) (Protein related to Narf)
64779	B4DN17	B4DN17_HUMAN	cDNA FLJ61139
64779	F5H0M7	F5H0M7_HUMAN	Methenyltetrahydrofolate synthase domain-containing protein
64779	Q2M296	MTHSD_HUMAN	Methenyltetrahydrofolate synthase domain-containing protein
1186	P51798	CLCN7_HUMAN	H(+)/Cl(-) exchange transporter 7 (Chloride channel 7 alpha subunit) (Chloride channel protein 7) (ClC-7)
84264	B4DED4	B4DED4_HUMAN	Hydroxyacylglutathione hydrolase-like protein (Hydroxyacylglutathione hydrolase-like, isoform CRA_d) (cDNA FLJ58840, highly similar to Homo sapiens hydroxyacylglutathione hydrolase-like (HAGHL), transcript variant 2, mRNA)
84264	Q6PII5	HAGHL_HUMAN	Hydroxyacylglutathione hydrolase-like protein (EC 3.1.2.-)
65990	J3KMW5	J3KMW5_HUMAN	Protein FAM173A
65990	Q9BQD7	F173A_HUMAN	Protein FAM173A
8140	Q01650	LAT1_HUMAN	Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter)
79006	Q9UJH8	METRN_HUMAN	Meteorin
79791	Q5XUX0	FBX31_HUMAN	F-box only protein 31
10273	Q9UNE7	CHIP_HUMAN	E3 ubiquitin-protein ligase CHIP (EC 6.3.2.-) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (STIP1 homology and U box-containing protein 1)
4682	P53384	NUBP1_HUMAN	Cytosolic Fe-S cluster assembly factor NUBP1 (Nucleotide-binding protein 1) (NBP 1)
